ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,ID_4,NAME_4,VARNAME_4,TYPE_4,ENGTYPE_4,N_Sample
19,BGD,Bangladesh,4,Khulna,16,Khulna,43,Shatkhira,287,Debhata, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,43,Shatkhira,288,Kalaroa, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,43,Shatkhira,289,Kaliganj,Satkhira,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,43,Shatkhira,290,Satkhira S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,43,Shatkhira,291,Shyamnagar, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,17,Kushtia,44,Choua Danga,293,Alamdanga, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,16,Khulna,43,Shatkhira,292,Tala, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,17,Kushtia,44,Choua Danga,294,Chuadanga S., ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,17,Kushtia,44,Choua Danga,295,Damurhula, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,17,Kushtia,44,Choua Danga,296,Jibannagar, ,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,17,Kushtia,45,Kustia,298,Daulatpur,Kushtia,Upazila|Thana|Po,Sub-district,
19,BGD,Bangladesh,4,Khulna,17,Kushtia,45,Kustia,299,Khoksa, ,Upazila|Thana|Po,Sub-district,
